offering,2
broken,2
number,2
order,2
consumed,2
looked,2
girded,2
entrance,2
messenger,2
morrow,2
juniper,2
jealous,2
thrown,2
altars,2
mantle,2
mark,2
harness,2
pavilions,2
array,2
pitched,2
ropes,2
refused,2
wounded,2
disguised,2
wrote,2
nobles,2
fast,2
blaspheme,2
forbear,2
prophesy,2
robes,2
lying,2
affliction,2
washed,2
commonly,1
stricken,1
gat,1
virgin,1
cherish,1
lie,1
coasts,1
cherished,1
run,1
goodly,1
conferred,1
en,1
confirm,1
obeisance,1
sleep,1
offenders,1
talked,1
redeemed,1
distress,1
reverence,1
blow,1
amen,1
horn,1
blew,1
piped,1
pipes,1
joy,1
uproar,1
valiant,1
verily,1
rejoicing,1
rang,1
bless,1
afraid,1
hair,1
testimonies,1
law,1
continue,1
girdle,1
shoes,1
cursed,1
curse,1
guiltless,1
deny,1
elder,1
barest,1
thrust,1
fulfil,1
innocent,1
knowing,1
passest,1
protested,1
privy,1
affinity,1
bad,1
speech,1
honour,1
lengthen,1
awoke,1
harlots,1
midnight,1
suck,1
bowels,1
yearned,1
judged,1
shisha,1
scribes,1
recorder,1
principal,1
friend,1
names,1
towns,1
bars,1
making,1
kingdoms,1
border,1
presents,1
fine,1
flour,1
pastures,1
harts,1
roebucks,1
fatted,1
safely,1
vine,1
fig,1
stalls,1
victual,1
barley,1
straw,1
dromedaries,1
largeness,1
excelled,1
wiser,1
proverbs,1
songs,1
hyssop,1
creeping,1
fishes,1
lover,1
wars,1
soles,1
occurrent,1
purpose,1
hire,1
skill,1
sentest,1
convey,1
floats,1
discharged,1
accomplish,1
giving,1
wheat,1
courses,1
burdens,1
hewers,1
ruled,1
eightieth,1
narrow,1
lights,1
nethermost,1
narrowed,1
rests,1
fastened,1
ready,1
hammer,1
axe,1
tool,1
winding,1
stairs,1
rested,1
execute,1
planks,1
forepart,1
partition,1
chains,1
figures,1
lintel,1
carvings,1
fitted,1
eleventh,1
fashion,1
thirteen,1
fifteen,1
square,1
beam,1
sawed,1
saws,1
coping,1
worker,1
cunning,1
eighteen,1
apiece,1
tops,1
nets,1
checker,1
wreaths,1
chain,1
belly,1
north,1
west,1
hinder,1
cup,1
lilies,1
thin,1
addition,1
gravings,1
foursquare,1
naves,1
felloes,1
spokes,1
graved,1
proportion,1
casting,1
pots,1
bright,1
clay,1
succoth,1
candlesticks,1
lamps,1
tongs,1
snuffers,1
spoons,1
